mu1,mu2
1.8227013824035505,2.5052812772731095
1.2891936563218611,-0.1832626410223936
3.662666444206988,-0.669452318992886
2.612973214443782,8.580375238297021
3.9316331958182826,-1.1810535160911453
3.3552024105652807,-1.316478703924772
2.311918343070838,4.581862640107696
4.127503818278653,3.2292742116475948
3.2173307049911086,1.0981009623251707
2.9276148051682593,-0.1717629117148967
2.3154761910968538,0.14498070243304342
2.9123544048493297,0.5267245791315233
4.7604111589407125,2.3247594884561567
3.670742136988234,-0.8189760660961316
4.523283654802549,1.218144020446256
2.7806968880987255,0.17135454846981937
3.2493020819875684,5.359028187710671
4.912256520286868,-1.7825221209094377
4.236230090477462,3.5297174793240305
5.112284089501068,2.2931826805199154
2.7244815315078807,1.0107076745311891
4.657269945683954,-0.8210773830960941
3.5728509987366888,1.540420717021854
4.9181917494947225,1.6194366372785503
1.454067721953499,-0.9166214326248077
3.508245168330392,-0.49453394611558343
5.263155970515793,0.38032294376980624
3.3692773288653566,1.1265322063395766
2.3970827044948813,-0.042127306989604554
4.041833222355066,0.34999641472765475
7.260429326351101,1.6368467378963136
1.6246715764253528,2.7889512789514135
3.7524264857416165,-0.17631148106653077
4.765134088196242,0.8205468317011702
6.038191375167736,-0.4498948922707554
5.609504692301809,1.1834370749397434
2.9259341178538403,-0.08424742915973224
3.533058221489437,4.285647866432514
1.6056286108242288,6.537754499777382
3.316927415596953,0.4016835943032536
5.2715191121246106,4.814058023587904
4.186521321520036,-0.5241259142186642
4.497930204242949,0.1513073294321518
3.8162319511477496,-0.08927348306115299
3.6175362530394377,5.328115942682036
6.978107555627609,-0.4618362987019458
1.7630291722993556,2.873857258842715
2.5343038561841458,-1.62274906239299
3.3161289499810183,4.598560891171602
3.6934055835249775,0.33104141732750014
1.3490335678604497,-1.7161421540505857
3.8946303176801274,4.78063391201213
3.007078191161648,-0.4566317321394079
4.042416251515828,-0.014572408382761665
5.06668163460615,2.5296726308449826
4.012458033683042,1.5845645273163216
2.753901156140084,0.5227172736429002
3.749823501465943,-1.2931642034433926
1.2838698270825732,2.157320454531625
2.174763192460947,1.8629763613598187
4.7513161791743865,0.5791439181015592
2.272488017162838,3.9785655172051166
5.736527454838504,3.3267320076747904
7.194058701234561,5.064072573828236
1.733517059107806,1.6773389769749318
4.165146822377679,-1.4864008341676465
1.2657547855289053,-0.07548769683153664
2.0050670511237962,0.59276791962635
3.9715335638272107,2.1090609943652803
4.803797296337341,-1.4360478456703603
1.9211870964318216,1.395749230727405
4.238287214573376,-0.5352983733275728
5.070044392227899,5.235980319589848
4.165579709902884,-1.1848246206484183
4.365992537127129,5.465019794822589
4.813423636261972,1.3304102463426075
4.764046115563728,-0.7173412867514875
3.9716264873653317,1.8816954930300578
3.24852129298253,0.08138726286917253
2.3030999475393905,0.9444098291212368
5.474742244941967,1.8912841610132576
6.063438550143978,3.494572222044316
4.0919756759001515,2.5736031296014645
5.143995537732374,6.368271446233102
4.75863181178181,-1.0699460932119482
1.7773898523602332,-0.1398813960603045
1.6752506139614876,-0.23489047399455537
3.840223150739036,-1.6924885020613045
3.9300665646675874,1.7034071009270293
4.954848112667515,0.8970960011432287
3.576696819523399,0.4506503478791771
2.0866298820027467,0.07633287184881944
1.012360568452743,-0.0597913008874031
3.502526772637448,2.619414760399219
2.222814955326931,-0.4891728528222231
4.174807599051871,0.5370943020599768
3.867585058542472,-1.1514033496405534
2.1351118356795125,2.6320930817433887
4.251269310696488,1.9475843117820744
2.7566633572105914,0.7318785897153745
6.8446829391420625,-1.6362303851017574
5.219541219270355,-1.9579943457415827
3.459376033474954,-0.047262190411377324
4.991182897212079,4.668253460935388
2.7577991234013677,1.3614751778359329
1.891011456629575,3.053395246644349
2.9897594393905917,1.1115215181348885
4.007731393115667,0.505987317058977
5.682568447395908,0.049126815551912936
3.8684494205803626,0.1758781346659647
3.7222965968883734,0.7427536876755616
4.7068114221557575,-0.035884772815909474
2.679443371322221,-1.9496364645864668
4.030838603414871,0.9966684458193131
3.2451116760774106,1.2259352069866036
3.933596808039778,2.924840175378953
4.5871231644447885,6.919544600743468
1.6434866979246268,5.699596127487211
3.259528755679859,-1.4983346432861782
0.0416495131442578,5.077930814673143
3.959488297367687,0.8637676667922811
2.5146756072840715,-0.4700771259077843
3.0153873008374843,-0.4360911328914387
0.3566405061213853,-0.9201035601493102
0.4374175948634896,-1.3601594469364564
4.002149089837312,2.333663426035118
4.35983686019291,1.8356085444836965
1.4496401976141455,4.4092566480506425
3.196019489109058,2.2328490381758557
1.7836309349930883,5.627710101056259
5.909436173032931,-0.9427976835284851
0.8703611926406587,-1.3632136267315835
3.158541506898897,-1.1031424683111957
1.6097456963568835,7.516256416493816
3.909972954792404,2.977366743535886
3.223428103802206,-1.2402849083324858
1.057456502614786,2.7367748804057754
2.944394288123522,1.6449226085724025
3.848602559521428,3.4400434213095568
4.822958473814079,-1.2561907105559835
3.177930459877145,0.1575977188873884
3.9770249295026745,5.489165696231121
6.304018607212113,2.226533211323801
1.005961709935909,0.4942867142009324
2.2067457254819622,-1.9332586088094028
4.059334431467833,4.685870426552935
3.800474185033966,0.624592613784953
5.2907473704930394,6.084645695851112
3.9289679811088556,2.9353150682135176
3.075413883050865,-0.3648337965358621
6.339448786300884,-0.9956904112952751
6.716685243847372,7.368155258706825
3.9876435845299127,1.5197882243277236
4.1093397494571136,4.589546693125691
3.355049098398065,-0.5705304867979084
2.908368716500525,0.4580263470514525
4.265571070208638,3.932273597465291
6.335813448251127,2.8014646108759527
4.114279908537813,-0.24561637612098597
3.9421761646442635,0.6078544272388431
4.506409989699458,1.7689112167860863
2.7709014658199385,2.862070588054501
4.268800710242883,-0.0320030687436005
2.767779449133095,-0.3116069166547037
1.705971939192188,-0.7948972335139977
1.3399773358518519,1.6036501767818923
3.120231825839795,-0.6550289317487328
3.9255845598800936,5.045598219618622
2.7088926792024193,-0.491374538415116
3.5247655371791415,5.2027241629928405
2.5721699017262094,-1.7130527754182254
3.6798474497077964,2.6960316458847986
3.166828016366547,-1.0763664601699419
3.750212322425114,5.06469102825237
2.475830717139832,-0.6619921342352084
4.216371648409694,0.9507506199061151
4.201273564285621,0.5379988302430276
2.551073506701053,0.3262869921903743
3.1466475886040386,-0.6331139719246061
3.8463877882653383,1.5375270291457561
2.820319243095503,-0.09070808242616744
4.687647923258229,1.2147733291282685
5.428848095545376,0.7979185268979172
6.403897958006291,1.1923023920003128
3.577181895949688,-0.2838593354979879
2.998913026240796,-0.8387052770013111
6.025916546107361,1.9558528101247439
5.407266629763864,2.704196051589204
4.552117815221607,0.3512563294676583
1.8333158585213976,3.083092235915808
3.410520801050669,2.5549456446532948
3.8525701142987097,3.1809747294037773
3.8862688419001827,-0.9041043975527678
2.883676229074541,-1.0189839131253782
3.491298879497121,1.0013015237034106
3.1179641054581437,0.4451323997978397
3.526849890707374,5.191130998826441
4.045164473730919,5.217777404947332
5.256734432325661,1.9106254230640949
2.4343152921362816,1.2973013533227467
3.3888574223297674,1.2504629606439923
1.1328925635774487,5.167670102094366
3.960215764133699,1.6268120172454774
3.1446547734776806,-0.40298817887744365
