weight,ll,llt,prior
1.0,-18.757482437833197,-2.7224910523033232,-5.158458226322333
1.0,-19.64617051581805,-2.711933467433432,-5.397213721890054
1.0,-18.381847001907822,-2.718172025471013,-5.137925914788626
1.0,-18.19782754967007,-2.7111878962968796,-5.294070712855131
1.0,-18.662514395323655,-2.765276328398312,-4.992877826076322
1.0,-18.942552698663675,-2.7127533023631485,-5.1882655538585105
1.0,-19.74638049099595,-2.891731659687705,-5.829978423567008
1.0,-19.598067244217475,-2.736693551069724,-5.533216640127787
1.0,-21.59291095438953,-3.1204530816064864,-4.620967801681798
1.0,-18.803233448000274,-2.7833612446356186,-4.955042441001154
1.0,-19.498723812386523,-2.721973370976057,-5.1344200740722545
1.0,-19.224141326399902,-2.814857976394388,-4.888035735058011
1.0,-18.96079848407606,-2.798379909510434,-5.628358308104117
1.0,-18.451558683333516,-2.710206192831957,-5.301127218509627
1.0,-18.43789062708423,-2.7213983372611974,-5.401955053197443
1.0,-19.289167298777727,-2.767182776692609,-4.980982218771784
1.0,-19.10453251780376,-2.7101088874352994,-5.2775563222593505
1.0,-18.799557457586175,-2.7220589400391693,-5.163308042683313
1.0,-18.59717329664133,-2.712221494675041,-5.226672300814129
1.0,-18.424561028777298,-2.713620562736922,-5.1721571526881736
1.0,-18.45724946626886,-2.7441476221919534,-5.040861659562971
1.0,-21.325987573651098,-2.784010167135029,-5.645568030188119
1.0,-18.964531762754152,-2.718634826980378,-5.367237277138526
1.0,-19.19804806209946,-2.775402919293467,-4.9608955281126645
1.0,-18.81103915494382,-2.7817456315180795,-5.588614328868854
1.0,-18.504468690143025,-2.7134496366510454,-5.319123131048947
1.0,-18.604187147246545,-2.7608942749585257,-5.533823590961872
1.0,-18.19076625824168,-2.7104674824553907,-5.218333600044204
1.0,-19.344730716224973,-2.7787808616783867,-4.956094081784361
1.0,-18.543849846306205,-2.735004550455587,-5.4425760576123725
1.0,-18.34245646021659,-2.723774659809556,-5.122358660006052
1.0,-19.521458795390906,-2.7210707200821056,-5.207492282867677
1.0,-19.781539700332672,-2.8401717465983314,-5.720239795693612
1.0,-18.89634489577599,-2.7125979053668283,-5.366251129786456
1.0,-20.712625135224968,-2.7978264473157655,-5.0305390055083326
1.0,-19.49079122121823,-2.8073319241017582,-5.695686828177286
1.0,-18.709913021217773,-2.7681748899558425,-5.567661882282244
1.0,-20.00830157228097,-2.836085257411546,-4.920652595626477
1.0,-19.031327195578335,-2.7863702208429126,-4.9660715445627215
1.0,-18.29305561086132,-2.722656428994501,-5.116521772688849
1.0,-18.185133523089224,-2.710375868099999,-5.279767124635744
1.0,-19.59516905872597,-2.8349079164676723,-4.860537332625359
1.0,-19.136054741919438,-2.8256658095453373,-4.8738030625112
1.0,-18.53593258329521,-2.724844363331579,-5.102756316578705
1.0,-21.327457562261536,-2.7728246647940127,-5.017918032575097
1.0,-18.320547391113536,-2.7107005669995035,-5.303404466835682
1.0,-18.670713220698207,-2.7695580763018466,-5.558697085719339
1.0,-20.262549393385836,-2.86346925552337,-4.830921675933885
1.0,-18.83191739904263,-2.739184980401739,-5.0504816791360945
1.0,-18.741960310590663,-2.715342961882922,-5.204512051975108
1.0,-18.514934147706672,-2.7467822343516333,-5.027295894396773
1.0,-18.181933260825254,-2.7099991410780637,-5.234174092998682
1.0,-18.528318984521405,-2.7117285502491337,-5.2288277375803425
1.0,-19.289185750939772,-2.785943530782078,-5.644038752517291
1.0,-18.787077947266432,-2.754846144932505,-5.004449342185286
1.0,-20.9600030245455,-2.9715769825967953,-4.716386814667842
1.0,-20.207786561835732,-2.939315603484398,-4.739329716380111
1.0,-19.727297920863236,-2.8798385179581696,-4.801591105337366
1.0,-18.64573123747401,-2.731892328708165,-5.46264119237747
1.0,-18.227544941471812,-2.709914968232493,-5.259497551599585
1.0,-20.334277444149787,-2.7624972272180517,-5.016224046678797
1.0,-18.562868123081806,-2.7557869293282007,-5.0121739611631675
1.0,-18.473974586070224,-2.7277427583166665,-5.089889315558338
1.0,-19.095322901442813,-2.722348957385056,-5.391915477936548
1.0,-18.295614304426525,-2.718583862250248,-5.36126623027192
1.0,-19.063741410002663,-2.788888805409079,-4.931959210186239
1.0,-18.4800160791634,-2.7445213517198654,-5.480922897683729
1.0,-19.25742998737641,-2.8398776271466377,-5.7287098748670555
1.0,-19.597548116217148,-2.8869515183010197,-5.8076564675193625
1.0,-20.85921227638739,-2.9941148598181604,-4.692631299785871
1.0,-18.654544656686962,-2.7489713908515636,-5.51785787771359
1.0,-19.557351769261917,-2.7182084002998494,-5.446597306862422
1.0,-20.523293370251942,-2.7378564378534738,-5.582537573283929
1.0,-18.404941940470476,-2.7187623413221527,-5.361039994656835
1.0,-19.42541920096796,-2.721847989883837,-5.133391556335452
1.0,-18.215296941825454,-2.7098604677460476,-5.256503584510891
1.0,-20.93944810407684,-3.0265099545163827,-4.6937963674498215
1.0,-18.286861134141812,-2.7132271408732516,-5.316742858214033
1.0,-18.26350475389121,-2.7201957688281118,-5.132062370765105
1.0,-18.26350475389121,-2.7201957688281118,-5.132062370765105
1.0,-18.398479967455657,-2.7144986397053126,-5.164258152807306
1.0,-18.380828156209493,-2.72285421155675,-5.112363900669948
1.0,-20.089980414566046,-2.763026063763495,-5.561320393034022
1.0,-19.07377715701798,-2.7125047115390655,-5.3183383588876385
1.0,-19.294289328314818,-2.8330879960337327,-4.861138097930288
1.0,-18.372322090988902,-2.7099617887225986,-5.256014699881927
1.0,-18.29186502282777,-2.7208400018559886,-5.376522842926906
1.0,-24.614898814907146,-2.795947505576377,-5.065507188001802
1.0,-20.121533273195155,-2.7294338591990996,-5.1148453810692045
1.0,-21.02078707251721,-2.711728045055761,-5.35453709672949
1.0,-19.218391520712682,-2.8391541797933906,-4.860628408202399
1.0,-18.9964843889312,-2.751588073337298,-5.50519041501664
1.0,-18.489739113464196,-2.7179707781129716,-5.169277278576745
1.0,-20.59616074718948,-2.937156847497952,-4.746280652840975
1.0,-23.944683839115594,-3.270857898408443,-6.3274407383844835
1.0,-19.610756158006076,-2.71599585516735,-5.174301941692541
1.0,-18.680535816545664,-2.7676988121945594,-5.563644465393886
1.0,-23.075228223638003,-3.133265780375823,-6.248817322767784
1.0,-20.180595627897077,-2.750365870432455,-5.123186950618676
1.0,-20.58363124096046,-2.9102863035130744,-5.903382002237213
1.0,-22.786332613498836,-2.9816291693364843,-6.093230398431368
1.0,-20.803761229807115,-2.9927115206008064,-4.729532734966199
1.0,-18.707528343958572,-2.7162662606223993,-5.15349857462108
1.0,-18.617935511981496,-2.7150403366368274,-5.19965779801296
1.0,-19.708719464666885,-2.7104664046135714,-5.301461345863558
1.0,-19.376136132530927,-2.7261763216648864,-5.173384045847689
1.0,-20.311366932932295,-2.712628943479644,-5.222424891104062
1.0,-18.380044222563907,-2.7103917498118637,-5.215949560636336
1.0,-18.627868267220215,-2.753107929260029,-5.008900510129263
1.0,-18.21303443912864,-2.7098246731276134,-5.253408529113075
1.0,-19.74708029586524,-2.875212125105055,-4.807231587957675
1.0,-18.847038117437847,-2.7817793630611867,-4.963682148387878
1.0,-19.10717720065413,-2.7312807341991476,-5.083679748413397
1.0,-19.012962994613048,-2.7914752651298587,-4.952560072901402
1.0,-18.526668920843417,-2.7487802567974042,-5.033160381380497
1.0,-19.051476258019754,-2.738575293243195,-5.056060130012245
1.0,-18.365505110130783,-2.723743507597405,-5.391229532856183
1.0,-19.048228635492745,-2.8174868650260576,-5.678681099057989
1.0,-18.335188039586264,-2.7291106417027198,-5.091043138114356
1.0,-18.192910192874724,-2.7113678577719975,-5.2989358875806065
1.0,-20.023002315521012,-2.737380498388388,-5.082000233009035
1.0,-18.27766312681178,-2.7199590680785493,-5.130201808245278
1.0,-18.96525429565257,-2.7680653570391396,-5.00823887197104
1.0,-18.47250189415451,-2.7432241753501554,-5.047793150582573
1.0,-18.22961068867187,-2.7146290843851935,-5.333112751352219
1.0,-18.34294387700697,-2.721060962213498,-5.121931969351608
1.0,-20.73408324764737,-2.910442545645665,-4.8387994105278995
1.0,-18.925872419109822,-2.7304459947587825,-5.427807506091597
1.0,-19.260865327093196,-2.7099876719797034,-5.276370584887682
1.0,-19.89496976309174,-2.713608371044259,-5.349356790789847
1.0,-18.42655811762915,-2.723669760351041,-5.412443611653005
1.0,-18.860383653089674,-2.7568211067762984,-5.55268573305719
1.0,-20.260290985136585,-2.785508209766115,-5.6944010241696805
1.0,-18.68116579233019,-2.737691191218592,-5.453767666743502
1.0,-18.471791042827594,-2.733800317605418,-5.085953321006418
1.0,-18.787538457657128,-2.740909978331307,-5.502969154852145
1.0,-18.318373668120522,-2.7107535831779064,-5.304255680036514
1.0,-18.70598409655558,-2.7733093934281037,-4.9728438072042
1.0,-19.475248468114295,-2.7717123301036493,-5.624121170324447
1.0,-18.876295625460465,-2.7960247727145617,-5.626189627841594
1.0,-21.83666447307055,-3.0672398622200836,-6.129491864078842
1.0,-18.400533443635656,-2.709893772230467,-5.261587547452534
1.0,-18.23776148494452,-2.709799582046223,-5.248528354593626
1.0,-18.730973713613764,-2.764726195082573,-4.980806277890295
1.0,-18.298018492242885,-2.711690993641558,-5.2130572842538605
1.0,-18.424699520862774,-2.740056390104624,-5.469965344664697
1.0,-20.096031728451127,-2.759895353849066,-5.091295318741011
1.0,-18.22112179605743,-2.7097955546881263,-5.245878513001023
1.0,-18.47280852586905,-2.743648150546951,-5.486762101903236
1.0,-18.873181719970678,-2.71556172751212,-5.392065721332578
1.0,-19.420258528587627,-2.8385723460855914,-5.74064246052488
1.0,-18.400443239159706,-2.7285105830009764,-5.431147944256889
1.0,-22.396213885204787,-2.7179642903566723,-5.577135519102771
1.0,-19.711967323610438,-2.90119834970958,-5.831129531936853
1.0,-19.741296514727935,-2.8460279118325897,-5.7301904921594335
1.0,-18.99876483507963,-2.81074823455506,-5.658788147894504
1.0,-18.694950181799154,-2.7099208883754184,-5.278462511701977
1.0,-18.400790252109875,-2.7109771768472664,-5.2042571093612136
1.0,-18.804392911772055,-2.787536314819674,-4.938979258665902
1.0,-18.799219317483235,-2.7120420040679085,-5.240756774935463
1.0,-18.599669615854413,-2.7620787270707465,-5.541495891900918
1.0,-18.332713893945158,-2.726694345437344,-5.105098121966371
1.0,-18.845142873327553,-2.7407890793383283,-5.045434432846708
1.0,-19.066694048976238,-2.805716980742349,-5.665283800862118
1.0,-18.97636455484946,-2.7496766434615267,-5.498887054150635
1.0,-21.48238180370557,-2.923582116517326,-4.85792980266623
1.0,-18.43939531085929,-2.7113776357054693,-5.228124945994991
1.0,-18.515298236261188,-2.7457803770303513,-5.497279301741199
1.0,-18.95800112603957,-2.8050817024679473,-5.645840923755238
1.0,-18.490130305411974,-2.724573700111979,-5.1302912886202785
1.0,-19.731182709317654,-2.844456433747208,-4.889977160126053
1.0,-18.243078641861974,-2.709818990141261,-5.251746680754689
1.0,-20.80533282217123,-2.7320005481469973,-5.2172434579613824
1.0,-21.426532693703702,-2.722424035989791,-5.452319936263051
1.0,-23.851630795525843,-3.089035006391132,-4.674659665240741
1.0,-18.225786148712064,-2.712589019888804,-5.184942200853356
1.0,-18.201275490596494,-2.7104039281171515,-5.28530954835028
1.0,-18.77391187780967,-2.723168348765845,-5.390518947114714
1.0,-19.038169431704453,-2.786362304365891,-4.9365972567572705
1.0,-18.485498339616573,-2.729904049769679,-5.104135902500787
1.0,-19.493401345012103,-2.766775946896826,-5.613626734777656
1.0,-18.401019458058236,-2.719579448476423,-5.1522917188224895
1.0,-19.867920625105953,-2.9133968551281977,-5.861313131223949
1.0,-19.366351854001202,-2.847934249252076,-5.7487458189540765
1.0,-19.407681280549163,-2.750648608485146,-5.025877365821307
1.0,-19.366268068431083,-2.8532158765047635,-4.835642294352169
1.0,-19.16005760989492,-2.7672979327843503,-5.022090467283051
1.0,-18.35619005256619,-2.731760040592344,-5.434737883825672
1.0,-18.236961305638044,-2.711046068315698,-5.204366714087369
1.0,-21.92372449039283,-3.0018424601508378,-4.70679733888697
1.0,-18.49981309450386,-2.7165642463543676,-5.18004249214129
1.0,-18.46683682463035,-2.7265120577265853,-5.095117682261973
1.0,-19.330560178101933,-2.82794663018732,-5.691666895660616
1.0,-19.300193126854527,-2.713823141270209,-5.1850920544063355
1.0,-19.107859513662195,-2.7504546483811882,-5.020576861267928
1.0,-18.793278802219604,-2.7098838200072684,-5.2614617675553195
1.0,-18.238429684280018,-2.714255085551338,-5.337804782197255
1.0,-18.221848734559458,-2.7108333489326935,-5.296785945705674
1.0,-19.626950796717622,-2.721348652024113,-5.211210195843723
1.0,-18.771747246584756,-2.709846795071086,-5.287706956851295
1.0,-18.516136315439702,-2.727546121306257,-5.0907341842264495
1.0,-18.629504891603766,-2.7659118386162955,-4.983620229368625
1.0,-19.0924888818809,-2.7613691421897224,-5.034367187322803
1.0,-18.465704822830155,-2.711325462914101,-5.230684332668132
1.0,-19.495124183444194,-2.873384775453464,-4.817882071284711
1.0,-20.483542293213702,-2.777993280438122,-5.063832773446254
1.0,-20.72631775875668,-3.0156144931949203,-4.6737002328832
1.0,-18.30467959396596,-2.7247701679213874,-5.107174114651167
1.0,-18.601252127359167,-2.709959966061693,-5.23178315508646
1.0,-18.341365955699345,-2.7219831708110456,-5.117293086759347
1.0,-19.754361148705442,-2.711823248310114,-5.401120085979704
1.0,-18.3809096722279,-2.7303294361820636,-5.092751570544863
1.0,-19.33435077946875,-2.852900514725836,-4.843803022020883
1.0,-18.758581929268654,-2.7807188756383523,-4.950509080337963
1.0,-19.206888617987136,-2.790148125158896,-5.647347723263902
1.0,-18.28749732115064,-2.7098216833404676,-5.258854720895512
1.0,-18.323555306620303,-2.7109127181378576,-5.2275100270856765
1.0,-18.562076421183367,-2.7562991439371523,-5.520536351250539
1.0,-20.260450810920016,-2.9596729153810952,-4.738220224221209
1.0,-18.501606282489682,-2.7333461880180683,-5.457842864807182
1.0,-18.353804333349657,-2.724964307395624,-5.103187682413237
1.0,-18.253036369741167,-2.7105766652264975,-5.228168577035761
1.0,-19.75324699528617,-2.8982030909585386,-4.797386564557867
1.0,-18.542360969988742,-2.7224593856343877,-5.3838758930722515
1.0,-19.438636158132127,-2.726216458761307,-5.419102896643315
1.0,-18.71443971255872,-2.7598460006496763,-4.991977394315322
1.0,-19.360086536599297,-2.8248126064992287,-5.716367819266907
1.0,-20.95802873597659,-2.9261791268774915,-4.827941220214928
1.0,-18.463331853217042,-2.7318548803707126,-5.429615997571004
1.0,-18.48165921161238,-2.742770590603121,-5.473901395879385
1.0,-18.185104521301337,-2.7102639266687274,-5.224421567758715
1.0,-18.381395135782554,-2.7144331560003927,-5.35239559376809
1.0,-18.708300259470892,-2.7256592801498267,-5.139034515852993
1.0,-19.24382655620572,-2.842623779268271,-4.853208864540003
1.0,-19.666910934514508,-2.888372270454312,-4.807463272462705
1.0,-18.499607118536822,-2.7480448351411013,-5.500661152577127
1.0,-24.11141674216024,-3.2354852014758526,-4.642329404122638
1.0,-19.375126185546797,-2.7157068630295234,-5.235728823917164
1.0,-18.313920476981583,-2.71346769710772,-5.173768823718164
1.0,-19.117742669628697,-2.7397762674893746,-5.053271741849191
1.0,-18.728017150971233,-2.763194924207541,-4.984223335060179
1.0,-19.013812043430892,-2.759788608742068,-4.9943656792610955
1.0,-18.520204982600234,-2.735851223162019,-5.446069309148313
1.0,-18.709211846814725,-2.775854056610986,-5.579149182822352
1.0,-18.94684142583057,-2.8021161850596474,-4.920756799093386
1.0,-20.48261610004141,-2.825625644970775,-4.893408708379564
1.0,-19.551930657119026,-2.7642708585285765,-4.993209009606575
1.0,-23.28154147044076,-3.3451833573445033,-4.481497245480908
1.0,-18.24153627872799,-2.7108161370956765,-5.298646604536449
1.0,-18.36502875599855,-2.714907326932627,-5.183844244570645
1.0,-21.848767623503065,-2.753768229419188,-5.583052506934191
1.0,-18.334192172445487,-2.712359195989498,-5.207260759396554
1.0,-19.20815664554342,-2.8211931155593586,-4.900729228527866
1.0,-18.693042932430743,-2.748089981715269,-5.049546973391671
1.0,-18.85261057364319,-2.713459216754098,-5.179318688688218
1.0,-18.33806725647551,-2.719524945118805,-5.130327343991947
1.0,-18.648573917227537,-2.7660616374696128,-4.98852239199128
1.0,-19.05752262032058,-2.7559606831430665,-5.004799644292971
1.0,-18.189506738683583,-2.710553538182728,-5.22021234487883
1.0,-18.5669539292167,-2.7508175102381776,-5.015624292038293
1.0,-18.99966693247609,-2.7776756535209066,-4.953614978989727
1.0,-19.68577770320982,-2.8565361750205636,-4.830785684720151
1.0,-19.075412449221332,-2.766434242390202,-5.549183102373279
1.0,-18.48075888863491,-2.712465408122557,-5.3401328503944585
1.0,-18.189045411111614,-2.710110196942013,-5.270340088757019
1.0,-19.002816189335245,-2.8122470039424963,-5.663271342338207
1.0,-21.20505569694094,-3.078077840207811,-6.098350159134542
1.0,-20.093670144033062,-2.8898059232326796,-4.793154984148712
1.0,-18.77578399018099,-2.724285551013785,-5.3964102600934325
1.0,-18.91093843032681,-2.7907337379029347,-4.946255235103601
1.0,-18.209314404533522,-2.709800295143519,-5.244384988455465
1.0,-19.90162152042663,-2.875829856400264,-5.783880985283333
1.0,-18.28740568916703,-2.7124256107088756,-5.184831651348493
1.0,-18.85773328600196,-2.714025823091496,-5.378388294645598
1.0,-18.465279632647093,-2.7454132861366594,-5.487515958417422
1.0,-18.335108361414566,-2.710329737514294,-5.272836317276213
1.0,-18.397457845114474,-2.711855708228251,-5.327096769497003
1.0,-19.746573697754954,-2.785883046173758,-5.008443816783412
1.0,-18.201885613256646,-2.7107117596344277,-5.2845922095829865
1.0,-18.645580267162103,-2.767770201011062,-4.978893223620576
1.0,-19.650995365799403,-2.718779627992086,-5.156352019889003
1.0,-19.188262790343572,-2.709909387826487,-5.306036222950927
1.0,-19.291100156896555,-2.790427731501791,-4.972898522263987
1.0,-19.42771958158212,-2.8594188469241755,-4.8273657925836915
1.0,-21.484761838876,-2.8402759548957057,-4.9864559247497064
1.0,-23.09958859761135,-3.0081546437198736,-4.827386611637723
1.0,-19.934152032456158,-2.8371246243101838,-4.862883652593522
1.0,-18.603364154686464,-2.7154272963190897,-5.33809383886786
1.0,-18.586693206107118,-2.716039137973509,-5.342770061310645
1.0,-18.57931513829076,-2.718189490839811,-5.138796422683554
1.0,-19.0523156618711,-2.784104086597212,-4.9729541940407564
1.0,-18.885155900957116,-2.7951834190526887,-4.922881798704623
1.0,-18.213005111061506,-2.712691869862418,-5.184961484394945
1.0,-18.573742151330748,-2.7451807828201575,-5.480933076401826
1.0,-21.308306680667066,-2.709811400719935,-5.415671920788716
1.0,-18.93819869911221,-2.710225659037293,-5.280644894592834
1.0,-19.134976693966895,-2.823303643506971,-4.8895995779063295
1.0,-18.966393555235328,-2.765125941490752,-4.9808693045256955
1.0,-18.695121623567378,-2.7741286447081484,-4.966114305444378
1.0,-18.34464562461755,-2.7156581143647847,-5.1759121245336885
1.0,-19.821294215635856,-2.712616695456758,-5.2098510246924805
1.0,-19.762811244798893,-2.7438585352667806,-5.123367205512912
1.0,-18.54813926389508,-2.710417229643935,-5.253126656286858
1.0,-19.881857787085828,-2.7310476513408313,-5.102178103289889
1.0,-18.427295189437928,-2.7399315177256858,-5.0500968901152925
1.0,-18.259086360632715,-2.712099232194136,-5.318976864985914
1.0,-18.97967733215571,-2.7502710482306822,-5.06069849104127
1.0,-18.77183233749075,-2.719051943801204,-5.136095327738257
1.0,-18.884348989615685,-2.7652485385326346,-5.0106734668121025
1.0,-19.41265067823343,-2.8078502883550454,-5.692004445906601
1.0,-18.86481942524079,-2.789470259291032,-4.945061895613262
1.0,-19.147444655799607,-2.770012780008389,-5.601889882724259
1.0,-18.74971126457494,-2.75411950487653,-5.034149793986688
1.0,-20.857453855786083,-3.011988658446339,-4.707439944708541
1.0,-18.81462602490233,-2.7311721746522633,-5.120148627894522
1.0,-19.08278120697729,-2.7238633660907903,-5.115668377902168
1.0,-18.84962654568996,-2.7129526192025484,-5.367496648815909
1.0,-18.319153996737256,-2.7168990848951946,-5.164027060834462
1.0,-18.20106330745581,-2.710052425250405,-5.23685245854273
1.0,-18.283400792207612,-2.7166026748456322,-5.162839633777951
1.0,-19.244802244017716,-2.720233516331394,-5.1382824851289595
1.0,-18.87459561636976,-2.7957908093809722,-4.923301889097129
1.0,-19.548089031191356,-2.7631640783192815,-5.054507174231439
1.0,-18.630382363483385,-2.764489840392614,-4.991155375678331
